snr,tau,delta_sep,mas
15.423212051391602,0.9550000000341999,16.878048282385556,15.916666667236667
8.683094024658203,1.5456250000379999,22.746841377550364,25.760416667299996
11.858203887939453,0.5781250000264,12.62862964430677,9.635416667106666
10.92926025390625,1.5887500000344001,26.00216095219403,26.479166667240005
18.06993103027344,4.4181250000307,48.2796508730325,73.63541666717833
8.104808807373047,4.2643750000304,44.9829087785835,71.07291666717333
10.470556259155277,6.4100000000314,55.4453051715706,106.83333333385667
14.394367218017575,3.2175000000281,15.725856522675322,53.62500000046833
7.403934478759766,3.3343750000375,62.4953319097782,55.57291666729166
17.238113403320312,1.9400000000341,34.773003751376784,32.33333333390167
10.62901496887207,-0.3256249999711,7.48874627317889,-5.427083332851667
25.141868591308594,-2.5343749999694998,8.608401617822402,-42.239583332825
6.93895149230957,0.5287500000305001,2.663633690907062,8.812500000508335
6.494931221008301,-5.6674999999724,43.01061168066733,-94.45833333287334
14.2014274597168,-5.0837499999776,55.341045444771865,-84.72916666629334
22.89745140075684,-2.7299999999713003,25.901305806976605,-45.49999999952167
15.973796844482425,-4.0581249999795,73.43027061865686,-67.63541666632501
29.987464904785163,-1.8543749999717,25.761654881027084,-30.90624999952833
4.882078170776367,3.4025000000123002,66.46399446571279,56.70833333353834
19.77311897277832,1.2937500000309,34.15901564757868,21.562500000514998
17.82915687561035,-1.6106249999699,18.78930541789249,-26.843749999498332
11.5035400390625,-0.2856249999687,12.713950502433438,-4.760416666145
29.36200714111328,-0.9887499999682,16.14230300575605,-16.479166666136667
33.32320785522461,-0.5962499999683,24.21748633930023,-9.937499999471667
9.44998550415039,-0.7606249999683,18.92253853190971,-12.677083332805
15.028667449951168,3.205625000034,61.180721487770185,53.42708333389999
29.43054962158203,-0.5106249999683999,11.6596704823463,-8.51041666614
5.418473243713381,1.1600000000295,3.747286644324255,19.333333333825
28.14820098876953,1.8550000000281,13.33494469277099,30.916666667135
13.640600204467773,-0.6787499999689,0.0012305699813808,-11.312499999481666
48.90462112426758,-0.5318749999692,6.750264514873713,-8.864583332819999
57.604034423828125,-0.6656249999691,1.3934174256486995,-11.093749999484999
54.38105392456055,0.5718750000306999,6.750246056495499,9.531250000511665
6.197775840759276,2.8150000000316,35.73107140074973,46.91666666719333
13.266918182373047,-1.9699999999667002,58.61453998582542,-32.83333333277834
22.040752410888672,0.5337500000301999,17.8651307069711,8.895833333836665
25.576499938964844,-0.9781249999696001,15.328644366107028,-16.30208333282667
13.99557113647461,-0.4124999999728,34.59851536517953,-6.874999999546667
5.751980781555176,0.8406250000439,47.53196104353585,14.010416667398331
5.785989761352541,3.7025000000301,56.83751128042414,61.70833333383501
16.053861618041992,2.6650000000394,28.852972500890157,44.416666667323334
4.66110897064209,6.2756250000357,41.8161364623627,104.593750000595
27.329559326171882,1.7900000000307998,18.585115465406137,29.833333333846664
73.22953033447266,-0.6274999999686,2.2785061498390164,-10.45833333281
28.88686752319336,-2.3112499999679,43.17039747279768,-38.52083333279834
26.077587127685547,0.7343750000259,7.057675710001327,12.239583333765
11.238008499145508,3.230000000054,63.27898708172613,53.83333333423334
20.953718185424805,0.5187500000329001,3.1983817108533223,8.645833333881667
13.105619430541992,0.9175000000552,78.40308722006286,15.291666667586668
16.56755828857422,0.9956250000412001,31.51986218133276,16.59375000068667
13.709888458251957,5.2325000000421005,54.9360269827578,87.208333334035
57.3155517578125,-0.4474999999686,13.318300915784636,-7.45833333281
17.340770721435547,0.563125000031,34.159310151277175,9.385416667183334
21.696849822998047,-0.8931249999693,18.78906828991087,-14.885416666155
11.78976821899414,0.8212500000305,12.714259437428726,13.687500000508331
5.464159965515137,1.344375000031,42.76669075288826,22.406250000516664
39.99800109863281,0.1093750000308,16.142705695713524,1.8229166671800001
23.864837646484375,-1.4424999999685,24.21793456280393,-24.041666666141666
15.849306106567383,3.4312500000314,61.18092106389342,57.187500000523336
29.28984832763672,0.3475000000307,11.659819165977495,5.791666667178333
10.169523239135746,1.2793750000342,31.91395600252613,21.322916667236665
10.446126937866211,4.8606250000181,28.242385424360947,81.01041666696834
10.307025909423828,-5.7337499999657,31.914086683409447,-95.56249999942833
14.963113784790039,-0.7549999999694,4.294654702134245,-12.583333332823335
30.843761444091797,0.017500000032827194,9.69935457236613,0.2916666672137866
10.067132949829102,1.3681250000343,33.166747865107844,22.802083333905
4.745323181152344,3.2018750000292,25.08360638868465,53.36458333382
12.170755386352539,7.823076923100307,19.25807449049176,130.3846153850051
5.750268936157228,1.6062500000217,56.321462371024026,26.770833333695
11.595329284667969,6.8793750000291,14.697842420629724,114.65625000048499
23.516799926757812,0.5231250000306,17.864139997960024,8.718750000510001
12.812707901000977,0.3225000000324,49.39960569137311,5.375000000539999
42.8266830444336,-1.1312499999702998,15.327895073055508,-18.854166666171665
14.30324935913086,-3.3612499999713,34.59931120657983,-56.020833332855
7.680034637451172,7.5575000000245005,25.08383852316527,125.95833333374168
6.8701934814453125,6.7543750000207,56.31984525747163,112.57291666701167
7.776758193969727,9.2443750000275,14.697088816500626,154.07291666712499
31.065513610839837,-0.5674999999681001,11.578909965902271,-9.458333332801667
9.09872055053711,-0.4418749999678,40.44173509912913,-7.364583332796666
15.953401565551761,-2.9431249999661,20.7601619714996,-49.05208333276834
16.759708404541016,-1.3012499999687002,25.185794856274093,-21.687499999478337
21.58555030822754,-0.5168749999685,3.6538768013987,-8.614583332808332
5.943671226501465,-2.8806249999675,3.721743404117369,-48.010416666124996
7.726776123046875,1.8812500000368002,44.67479443335092,31.35416666728
10.57211685180664,2.1150000000381,59.9502242143691,35.250000000635
9.408525466918945,3.905625000042,83.52320376699628,65.0937500007
12.01378059387207,4.3418750000312,18.86818260570039,72.36458333385333
15.895072937011719,-0.6018749999687001,1.5470721032192465,-10.031249999478336
13.05379867553711,-0.9168749999701999,15.666935350676455,-15.281249999503332
32.325565338134766,-2.2620192307632307,77.86979153644461,-37.700320512720516
33.842315673828125,-2.2768749999725997,16.7490782722234,-37.94791666621
26.22516632080078,-0.13749999996919998,17.864222956833515,-2.291666666153333
19.83574867248535,3.4500000000306,49.399534924870885,57.50000000051
38.32636260986328,-1.8549999999684998,15.327957982866256,-30.916666666141666
16.4716854095459,-3.3299999999686,34.599248190501285,-55.499999999476664
14.994054794311523,3.0400000000327,16.87822691812987,50.66666666721167
10.457529067993164,0.3112500000341,22.74700460159754,5.187500000568334
10.741439819335938,-0.3537499999721,12.628158867861105,-5.8958333328683326
10.353134155273441,1.4450000000331,26.00228049237131,24.083333333884998
15.97376823425293,-8.035096153820154,12.044919554147342,-133.9182692303359
14.466644287109371,0.3118750000347,16.878466932297872,5.197916667245
16.80829620361328,0.5212500000368999,22.747222505686445,8.687500000614998
15.288543701171875,0.4868750000286,12.62751375734009,8.11458333381
5.3259735107421875,3.5181250000345003,47.90871206585253,58.63541666724168
7.065439224243164,2.7650000000349997,26.002438265720578,46.08333333391666
11.96158599853516,-6.9762499999663,3.006709437959813,-116.27083333277166
11.177692413330082,1.8281250000331999,16.877948232966673,30.46875000055333
12.455850601196289,0.7293750000349,22.74674963808786,12.156250000581666
17.197406768798828,1.7681250000269,12.628889958109582,29.468750000448335
9.644439697265625,1.9868750000396003,55.74710446008844,33.11458333399334
11.002063751220703,0.6118750000341,26.00209324067796,10.197916667235
32.17267227172852,-0.8543749999697,12.044531882845664,-14.239583332828333
28.333721160888672,-1.5381249999713,29.086239185313108,-25.635416666188334
9.11067008972168,-0.9018749999686,28.867955850529167,-15.031249999476666
16.913036346435547,-0.9637499999675,18.789366203678984,-16.062499999458336
9.811141967773441,-1.0043749999720002,16.142198629077498,-16.73958333286667
15.958292007446289,-0.5987499999736999,24.217370045346748,-9.979166666228332
17.150766372680664,2.7225000000265998,61.18066863858117,45.37500000044333
18.98530387878418,-0.7149999999708,11.659631831317192,-11.91666666618
8.128385543823242,6.4606250000213,56.32026605975544,107.67708333368832
10.94823265075684,4.7325000000283,14.69726838622898,78.87500000047167
7.202991485595703,-0.7224999999678,16.87814452460873,-12.04166666613
8.38492202758789,2.2193750000313996,22.746929423503648,36.989583333856665
11.862907409667969,-2.2106249999687,12.628376978076822,-36.843749999478334
9.43062973022461,1.4462500000319,26.002225575145765,24.10416666719833
13.35940170288086,-4.9074999999776,46.28985222462399,-81.79166666629332
33.22547149658203,0.5162500000308,17.864598255267474,8.604166667180001
17.40174674987793,1.4768750000321,49.39920328931162,24.614583333868335
43.52907943725586,-1.109999999969,15.32824221729113,-18.499999999483332
17.035030364990234,-4.1787499999689,34.59895496465226,-69.645833332815
20.654300689697266,3.5775000000294996,17.864393006321684,59.62500000049166
11.771867752075195,3.2625000000313,49.399386645933824,54.37500000052167
42.70358657836914,0.02687500002927952,15.328086855739992,0.44791666715465867
12.168205261230469,5.9456250000257,25.083794879995203,99.09375000042833
6.54990291595459,6.8550000000334,19.2553698506268,114.25000000055667
9.91077041625977,3.3943750000234,56.32050465893294,56.57291666705667
13.360086441040039,5.4850000000286,14.697373959330692,91.41666666714333
12.053625106811523,-9.2387499999525,68.8198672120748,-153.979166665875
11.885211944580082,-5.6462499999528,45.44961245612687,-94.10416666587999
11.933996200561523,-4.8981249999603,28.583549059606028,-81.63541666600499
11.354240417480469,-1.3468749999651999,25.904240486937987,-22.447916666086666
8.87936782836914,-3.4718749999603,56.14041230658584,-57.864583332671664
37.76683044433594,-0.8731249999698,4.634526885258744,-14.55208333283
31.800609588623047,1.0025000000331,17.01863024144368,16.708333333884998
32.297760009765625,-0.4356249999667,12.382513609086852,-7.2604166661116665
27.555583953857422,-0.6943749999677999,4.015497270829638,-11.572916666129998
20.80750274658203,-2.9481249999746,46.289323464636205,-49.13541666624334
18.39591789245605,-2.3612499999964003,74.84642388336783,-39.35416666660667
20.03860855102539,-2.4843749999753,25.479713909876075,-41.40624999958833
28.799304962158203,-1.7731249999695,4.632534396571327,-29.552083332825003
18.892024993896484,1.7987500000338,17.01860861825598,29.97916666723
21.095890045166016,-2.9499999999654,12.380089371704427,-49.16666666609
14.998458862304688,-1.1699999999675,4.0165965620381385,-19.499999999458332
8.673221588134766,3.6706250000287,38.45017945234131,61.17708333381167
4.474482536315918,2.1550000000294,64.71331582286612,35.91666666715667
11.904037475585938,3.6162500000296003,9.50057027068991,60.270833333826666
9.032604217529297,-5.111874999967401,7.001109188162275,-85.19791666612335
9.210018157958984,2.3625000000292,23.34940046529147,39.375000000486665
11.993326187133789,1.5156250000293,34.15889573384692,25.260416667155
19.978424072265625,-1.0124999999716,18.78940020816372,-16.87499999952667
14.566488265991211,1.1937500000313999,16.142140038735825,19.895833333856665
17.23556137084961,-0.4849999999685,24.217304747234184,-8.083333332808333
17.47924041748047,1.7137500000302,61.18063876710582,28.562500000503334
19.844968795776367,0.3412500000316,11.659610110514796,5.687500000526666
28.420063018798828,-1.6299999999697998,27.06022814527011,-27.166666666163334
12.288825988769531,4.2081250000274,41.44512256440272,70.13541666712334
6.681023597717283,1.2787500000292,26.249575879670655,21.31250000048667
14.543392181396484,2.7700000000299,6.564748274832755,46.166666667165
10.960115432739254,-0.35062499996990004,6.602822166465588,-5.843749999498335
10.9403076171875,1.5431250000297,20.41319754493442,25.718750000495003
26.398265838623047,1.4787500000306,5.681201376569195,24.64583333384333
21.652990341186523,-0.9587499999682999,34.13576747865247,-15.979166666138331
18.139558792114254,3.6562500000296,12.972416060589229,60.93750000049334
10.513116836547852,3.2056250000296003,12.395567134218766,53.427083333826666
14.2148551940918,1.9787500000304001,3.981952540183311,32.97916666717334
12.804349899291992,2.5343750000272003,17.612799037625855,42.23958333378667
10.7811279296875,4.0212500000287,37.22459592845821,67.02083333381167
25.396469116210938,0.9325000000307,6.757610361027244,15.541666667178333
23.757537841796875,1.5337500000303,3.006376520984027,25.562500000504997
9.769994735717773,-0.8768749999678,5.564642706082292,-14.614583332796668
5.349607467651367,1.7175000000316,11.48664232826533,28.62500000052667
7.902528762817383,-8.386249999967701,24.85337376472,-139.770833332795
6.999431610107422,-1.8593749999748,64.74906542884457,-30.98958333291333
18.64655876159668,-0.3537499999683,29.083454765703976,-5.895833332805
18.24281311035156,-3.7274999999679,30.14872398211398,-62.124999999465
58.12659454345703,2.372781065098521,27.06556683793657,39.54635108497535
35.96926498413086,2.400000000016,38.336995001842936,40.00000000026667
54.80767822265625,0.7600000000155,32.8397980105936,12.666666666925002
32.00333786010742,-2.1399999999853,13.67654545374016,-35.66666666642167
32.10953521728516,0.8100000000155,31.25665197796612,13.500000000258332
36.42272186279297,0.09000000001533476,39.461729133708864,1.5000000002555793
52.51649475097656,-0.5199999999848,60.40494819873456,-8.666666666413333
37.977149963378906,-1.3299999999851,50.621344220767554,-22.166666666418333
35.83863830566406,1.5600000000157002,33.813746417020546,26.000000000261668
47.06127166748047,-0.8699999999849,38.01907470032845,-14.499999999748333
38.77992630004883,-2.1699999999853,3.131052350006845,-36.16666666642167
64.24051666259766,1.2400000000156,27.00548470649656,20.666666666926666
35.90319061279297,-2.3987255348139733,13.862876041148883,-39.978758913566224
40.46213912963867,-0.1099999999847,8.028562737051843,-1.8333333330783335
74.68605041503906,-0.03999999998470505,54.57063489463752,-0.6666666664117508
56.18209838867188,-2.2299999999853,20.42472503282413,-37.16666666642167
41.27257537841797,-1.6099999999851,17.594349667504318,-26.833333333084997
32.611541748046875,2.1384615384739227,10.771844813701971,35.64102564123204
38.61414337158203,2.0500000000159,2.426932213347481,34.16666666693167
57.0068588256836,-0.9799999999849001,6.58075967367242,-16.33333333308167
32.90513229370117,2.2538461538586154,49.91722408410818,37.564102564310254
58.25474548339844,-2.2599999999853,34.14590986181339,-37.66666666642167
63.76618957519531,0.8700000000154999,47.49029187076071,14.500000000258332
51.66001129150391,-2.0461538461426922,26.25903833692118,-34.1025641023782
59.17009735107422,2.1300000000159,20.48480716426415,35.500000000265
34.80044937133789,-1.5399999999851,16.55156019430907,-25.666666666418333
39.520782470703125,1.0200000000156,43.8533880044255,17.00000000026
32.26666641235352,1.1100000000156,31.7217725110348,18.500000000260002
47.89968490600586,0.020000000015313324,9.471217170432254,0.3333333335885554
52.69136047363281,1.3600000000157,53.32460517485775,22.666666666928332
38.45201873779297,0.6400000000155001,12.396162295772292,10.666666666925002
33.41082000732422,1.2600000000156,22.067953196891622,21.00000000026
59.48527908325195,-2.1999999999853,27.565150188140965,-36.66666666642167
34.99591445922852,1.0400000000156,52.20657967529894,17.333333333593334
35.38885498046875,-2.0615384615273076,2.7032609540901973,-34.35897435878846
62.1152458190918,-0.06999999998471423,7.080343023876814,-1.1666666664119039
34.856449127197266,-0.9599999999849,16.233639892794585,-15.999999999748335
36.53303146362305,-0.5999999999848,56.997567107985,-9.999999999746667
45.1810417175293,-2.1099999999852996,11.013589993831896,-35.16666666642166
50.511398641811276,1.2934186666885137,15.337634451599916,21.556977778141896
16.85044265145096,3.730865852803729,26.05348569216711,62.181097546728815
47.33167774803374,0.016962951841045765,29.221489074884797,0.28271586401742943
49.19791839341954,-0.28245929637916545,0.6518615380096249,-4.707654939652758
47.159583357351366,1.0982429088218502,11.628646419214867,18.30404848036417
25.470393942233102,-2.660322333349417,2.165298528057722,-44.338705555823616
68.23846607365931,-0.9597210670539136,25.364797371297033,-15.995351117565226
34.51569769454446,2.547644373347299,12.095643516279774,42.460739555788315
48.37059245262667,-2.347537692983152,13.85662244664059,-39.12562821638587
41.48301695495537,-1.3742437871965814,22.33634034996647,-22.90406311994302
44.530580412739205,1.545255708677648,2.852800929961882,25.754261811294132
24.74999309319959,-4.17479384567194,5.697382639974197,-69.57989742786566
50.15819298603643,-1.678678598467866,12.063825231460271,-27.977976641131104
34.26682170292102,0.12459559070131217,11.833513504636642,2.076593178355203
42.294625453555994,-1.011381806771649,9.326246739972925,-16.85636344619415
19.201971655004414,0.9381095234002779,7.267691149965911,15.635158723337964
65.46883203038591,-0.5252935479179682,4.137431905903992,-8.75489246529947
37.70471486576676,1.6439420719572229,10.94751520090291,27.39903453262038
66.64568586690163,-0.8881114899841523,21.239134318406848,-14.801858166402539
35.235182400920266,-0.537774703276208,27.824603621689626,-8.962911721270133
43.12048496479163,-1.3973196890502928,12.28784219826229,-23.288661484171545
51.26198181589108,1.0527160563657567,20.58777941499765,17.545267606095944
53.97703276544007,0.27602170940047727,11.754073313400035,4.600361823341288
81.17878801623284,1.1263840611993132,19.237514162434806,18.77306768665522
31.1574080877971,0.6260182907235363,9.434763758078022,10.433638178725605
46.758060653401614,-0.6300255097336344,27.193496392584198,-10.50042516222724
58.72185147611308,2.0402337595935105,24.585212613104627,34.00389599322518
34.30272185147281,2.3148579336024375,11.63553240008672,38.580965560040624
78.62243241283855,-0.9749755907379108,1.2411316012740015,-16.24959317896518
63.55994332850677,-0.7706461127789369,0.5057143616554205,-12.844101879648948
